,ScientificName,CommonName,SC,SMC,MUCode,MUName,Season,Region,level3,Macrogroup
1240,Spilogale putorius,Eastern Spotted Skunk,mESSKx,mESSKx-y6,4136,Central and South Texas Coastal Fringe Forest and Woodland                                         ,year-round,Southeast,4136,Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest
3497,Spilogale putorius,Eastern Spotted Skunk,mESSKx,mESSKx-y6,4118,Crosstimbers Oak Forest and Woodland                                                               ,year-round,Southeast,4118,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
4565,Spilogale putorius,Eastern Spotted Skunk,mESSKx,mESSKx-y6,4304,Northeastern Interior Dry Oak Forest - Virginia/Pitch Pine Modifier                                ,year-round,Southeast,4304,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
6795,Spilogale putorius,Eastern Spotted Skunk,mESSKx,mESSKx-y6,4212,Atlantic Coastal Plain Southern Maritime Forest                                                    ,year-round,Southeast,4212,Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest
3589,Spilogale putorius,Eastern Spotted Skunk,mESSKx,mESSKx-y6,4553,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Offsite Hardwood Modifier      ,year-round,Southeast,4553,Longleaf Pine Woodland
1100,Spilogale putorius,Eastern Spotted Skunk,mESSKx,mESSKx-y6,4210,Atlantic Coastal Plain Central Maritime Forest                                                     ,year-round,Southeast,4210,Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest
4075,Spilogale putorius,Eastern Spotted Skunk,mESSKx,mESSKx-y6,4132,South Florida Hardwood Hammock                                                                     ,year-round,Southeast,4132,Caribbean Coastal Lowland Dry Forest
3634,Spilogale putorius,Eastern Spotted Skunk,mESSKx,mESSKx-y6,4301,East Gulf Coastal Plain Interior Shortleaf Pine-Oak Forest - Hardwood Modifier                     ,year-round,Southeast,4301,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
8049,Spilogale putorius,Eastern Spotted Skunk,mESSKx,mESSKx-y6,4114,Northeastern Interior Dry-Mesic Oak Forest                                                         ,year-round,Southeast,4114,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
6523,Spilogale putorius,Eastern Spotted Skunk,mESSKx,mESSKx-y6,4106,Northeastern Interior Dry Oak Forest - Mixed Modifier                                              ,year-round,Southeast,4106,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
3947,Spilogale putorius,Eastern Spotted Skunk,mESSKx,mESSKx-y6,4207,Ozark-Ouachita Mesic Hardwood Forest                                                               ,year-round,Southeast,4207,Central Midwest Mesic Forest
6831,Spilogale putorius,Eastern Spotted Skunk,mESSKx,mESSKx-y6,4303,East Gulf Coastal Plain Black Belt Calcareous Prairie and Woodland - Woodland Modifier             ,year-round,Southeast,4303,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
3780,Spilogale putorius,Eastern Spotted Skunk,mESSKx,mESSKx-y6,4115,Ozark-Ouachita Dry-Mesic Oak Forest                                                                ,year-round,Southeast,4115,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
8139,Spilogale putorius,Eastern Spotted Skunk,mESSKx,mESSKx-y6,4125,Southern and Central Appalachian Oak Forest                                                        ,year-round,Southeast,4125,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
8428,Spilogale putorius,Eastern Spotted Skunk,mESSKx,mESSKx-y6,8201,Deciduous Plantation,year-round,Southeast,8201,Southeastern North American Ruderal Forest
5067,Spilogale putorius,Eastern Spotted Skunk,mESSKx,mESSKx-y6,4309,East Gulf Coastal Plain Interior Shortleaf Pine-Oak Forest - Mixed Modifier                        ,year-round,Southeast,4309,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
4629,Spilogale putorius,Eastern Spotted Skunk,mESSKx,mESSKx-y6,4310,Southern Piedmont Dry Oak-(Pine) Forest - Mixed Modifier                                           ,year-round,Southeast,4310,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
7596,Spilogale putorius,Eastern Spotted Skunk,mESSKx,mESSKx-y6,9802,Central Appalachian Floodplain - Forest Modifier                                                   ,year-round,Southeast,9802,Central Hardwoods Floodplain Forest
4950,Spilogale putorius,Eastern Spotted Skunk,mESSKx,mESSKx-y6,4129,East Gulf Coastal Plain Southern Loess Bluff Forest                                                ,year-round,Southeast,4129,Southern Mesic Mixed Broadleaf Forest
747,Spilogale putorius,Eastern Spotted Skunk,mESSKx,mESSKx-y6,4133,Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest                                                ,year-round,Southeast,4133,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
6750,Spilogale putorius,Eastern Spotted Skunk,mESSKx,mESSKx-y6,4146,Southern Coastal Plain Oak Dome and Hammock                                                        ,year-round,Southeast,4146,Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest
5029,Spilogale putorius,Eastern Spotted Skunk,mESSKx,mESSKx-y6,4209,East Gulf Coastal Plain Southern Mesic Slope Forest                                                ,year-round,Southeast,4209,Southern Mesic Mixed Broadleaf Forest
4988,Spilogale putorius,Eastern Spotted Skunk,mESSKx,mESSKx-y6,4203,Southern Crowley's Ridge Mesic Loess Slope Forest                                                  ,year-round,Southeast,4203,Southern Mesic Mixed Broadleaf Forest
2984,Spilogale putorius,Eastern Spotted Skunk,mESSKx,mESSKx-y6,4124,North-Central Interior Maple-Basswood Forest                                                       ,year-round,Southeast,4124,Central Midwest Mesic Forest
4742,Spilogale putorius,Eastern Spotted Skunk,mESSKx,mESSKx-y6,4307,Allegheny-Cumberland Dry Oak Forest and Woodland - Pine Modifier                                   ,year-round,Southeast,4307,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
8468,Eumops floridanus,Florida Bonneted Bat,mFBBAx,mFBBAx-y6,8201,Deciduous Plantation,year-round,Southeast,8201,Southeastern North American Ruderal Forest
2545,Eumops floridanus,Florida Bonneted Bat,mFBBAx,mFBBAx-y6,9239,Southern Coastal Plain Nonriverine Basin Swamp                                                     ,year-round,Southeast,9239,Southern Coastal Plain Basin Swamp & Flatwoods
22,Eumops floridanus,Florida Bonneted Bat,mFBBAx,mFBBAx-y6,9208,Southern Coastal Plain Seepage Swamp and Baygall                                                   ,year-round,Southeast,9208,Southern Coastal Plain Evergreen Hardwood-Conifer Swamp
4093,Eumops floridanus,Florida Bonneted Bat,mFBBAx,mFBBAx-y6,4132,South Florida Hardwood Hammock                                                                     ,year-round,Southeast,4132,Caribbean Coastal Lowland Dry Forest
7657,Eumops floridanus,Florida Bonneted Bat,mFBBAx,mFBBAx-y6,9238,South Florida Bayhead Swamp                                                                        ,year-round,Southeast,9238,Caribbean Swamp
6768,Eumops floridanus,Florida Bonneted Bat,mFBBAx,mFBBAx-y6,4146,Southern Coastal Plain Oak Dome and Hammock                                                        ,year-round,Southeast,4146,Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest
8947,Eumops floridanus,Florida Bonneted Bat,mFBBAx,mFBBAx-y6,4134,Southwest Florida Coastal Strand and Maritime Hammock                                              ,year-round,Southeast,4134,Caribbean Coastal Lowland Dry Forest
7738,Eumops floridanus,Florida Bonneted Bat,mFBBAx,mFBBAx-y6,9702,South Florida Cypress Dome                                                                         ,year-round,Southeast,9702,Caribbean Swamp
253,Eumops floridanus,Florida Bonneted Bat,mFBBAx,mFBBAx-y6,9852,Southern Coastal Plain Blackwater River Floodplain Forest                                          ,year-round,Southeast,9852,Southern Coastal Plain Floodplain Forest
47,Eumops floridanus,Florida Bonneted Bat,mFBBAx,mFBBAx-y6,9703,Southern Coastal Plain Nonriverine Cypress Dome                                                    ,year-round,Southeast,9703,Pond-cypress Basin Swamp
160,Eumops floridanus,Florida Bonneted Bat,mFBBAx,mFBBAx-y6,9838,Southern Coastal Plain Hydric Hammock                                                              ,year-round,Southeast,9838,Southern Coastal Plain Evergreen Hardwood-Conifer Swamp
2230,Eumops floridanus,Florida Bonneted Bat,mFBBAx,mFBBAx-y6,4135,Southeast Florida Coastal Strand and Maritime Hammock                                              ,year-round,Southeast,4135,Caribbean Coastal Lowland Dry Forest
4837,Poliocitellus franklinii,Franklin's Ground Squirrel,mFGSQx,mFGSQx-y5,4138,Northwestern Great Plains Aspen Forest and Parkland                                                ,year-round,Great Plains,4138,Great Plains Forest & Woodland
1396,Podomys floridanus,Florida Deermouse,mFLDEx,mFLDEx-y6,4150,East Gulf Coastal Plain Maritime Forest                                                            ,year-round,Southeast,4150,Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest
6827,Podomys floridanus,Florida Deermouse,mFLDEx,mFLDEx-y6,4212,Atlantic Coastal Plain Southern Maritime Forest                                                    ,year-round,Southeast,4212,Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest
2210,Podomys floridanus,Florida Deermouse,mFLDEx,mFLDEx-y6,4135,Southeast Florida Coastal Strand and Maritime Hammock                                              ,year-round,Southeast,4135,Caribbean Coastal Lowland Dry Forest
8927,Podomys floridanus,Florida Deermouse,mFLDEx,mFLDEx-y6,4134,Southwest Florida Coastal Strand and Maritime Hammock                                              ,year-round,Southeast,4134,Caribbean Coastal Lowland Dry Forest
6786,Podomys floridanus,Florida Deermouse,mFLDEx,mFLDEx-y6,4146,Southern Coastal Plain Oak Dome and Hammock                                                        ,year-round,Southeast,4146,Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest
7558,Sorex sonomae,Fog Shrew,mFOSHx,mFOSHx-y1,4604,North Pacific Hypermaritime Sitka Spruce Forest                                                    ,year-round,Northwest,4604,Vancouverian Lowland & Montane Forest
9504,Sorex sonomae,Fog Shrew,mFOSHx,mFOSHx-y1,4606,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest                                ,year-round,Northwest,4606,Vancouverian Lowland & Montane Forest
6060,Sorex sonomae,Fog Shrew,mFOSHx,mFOSHx-y1,4338,North Pacific Lowland Mixed Hardwood-Conifer Forest and Woodland                                   ,year-round,Northwest,4338,Vancouverian Lowland & Montane Forest
7398,Sorex sonomae,Fog Shrew,mFOSHx,mFOSHx-y1,4318,Mediterranean California Red Fir Forest                                                            ,year-round,Northwest,4318,Vancouverian Subalpine Forest
9463,Sorex sonomae,Fog Shrew,mFOSHx,mFOSHx-y1,4523,North Pacific Mountain Hemlock Forest                                                              ,year-round,Northwest,4523,Vancouverian Subalpine Forest
9720,Sorex sonomae,Fog Shrew,mFOSHx,mFOSHx-y1,4603,Mediterranean California Mesic Mixed Conifer Forest and Woodland                                   ,year-round,Northwest,4603,Southern Vancouverian Montane-Foothill Forest
4167,Sorex sonomae,Fog Shrew,mFOSHx,mFOSHx-y1,4324,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland                                      ,year-round,Northwest,4324,Rocky Mountain Subalpine-High Montane Conifer Forest
1990,Sorex sonomae,Fog Shrew,mFOSHx,mFOSHx-y1,8106,Harvested Forest - Northwestern Conifer Regeneration,year-round,Northwest,8106,Recently Disturbed or Modified
2910,Sorex sonomae,Fog Shrew,mFOSHx,mFOSHx-y1,4602,East Cascades Mesic Montane Mixed-Conifer Forest and Woodland                                      ,year-round,Northwest,4602,Central Rocky Mountain Mesic Lower Montane Forest
4245,Sorex sonomae,Fog Shrew,mFOSHx,mFOSHx-y1,4519,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland                               ,year-round,Northwest,4519,Southern Vancouverian Montane-Foothill Forest
9578,Sorex sonomae,Fog Shrew,mFOSHx,mFOSHx-y1,4317,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland                       ,year-round,Northwest,4317,Californian Forest & Woodland
514,Sorex sonomae,Fog Shrew,mFOSHx,mFOSHx-y1,4531,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland                                  ,year-round,Northwest,4531,Rocky Mountain Subalpine-High Montane Conifer Forest
9646,Sorex sonomae,Fog Shrew,mFOSHx,mFOSHx-y1,4320,Mediterranean California Mixed Evergreen Forest                                                    ,year-round,Northwest,4320,Californian Forest & Woodland
439,Sorex sonomae,Fog Shrew,mFOSHx,mFOSHx-y1,4522,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest                                ,year-round,Northwest,4522,Vancouverian Lowland & Montane Forest
4797,Sorex sonomae,Fog Shrew,mFOSHx,mFOSHx-y1,4613,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest                               ,year-round,Northwest,4613,Vancouverian Lowland & Montane Forest
7509,Sorex sonomae,Fog Shrew,mFOSHx,mFOSHx-y1,4601,California Coastal Redwood Forest                                                                  ,year-round,Northwest,4601,Vancouverian Lowland & Montane Forest
7919,Sorex sonomae,Fog Shrew,mFOSHx,mFOSHx-y1,4543,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland                                      ,year-round,Northwest,4543,Central Rocky Mountain Dry Lower Montane-Foothill Forest
6481,Sorex sonomae,Fog Shrew,mFOSHx,mFOSHx-y1,4607,North Pacific Mesic Western Hemlock-Silver Fir Forest                                              ,year-round,Northwest,4607,Vancouverian Lowland & Montane Forest
6113,Sorex sonomae,Fog Shrew,mFOSHx,mFOSHx-y1,9811,North Pacific Lowland Riparian Forest and Shrubland                                                ,year-round,Northwest,9811,"Vancouverian Lowland Marsh, Wet Meadow & Shrubland"
7835,Hemitragus jemlahicus,Himalayan Tahr,mHITAx,mHITAx-y4,4111,Rocky Mountain Aspen Forest and Woodland                                                           ,year-round,Southwest,4111,Rocky Mountain Subalpine-High Montane Conifer Forest
4911,Hemitragus jemlahicus,Himalayan Tahr,mHITAx,mHITAx-y4,4610,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland                            ,year-round,Southwest,4610,Southern Rocky Mountain Lower Montane Forest
869,Hemitragus jemlahicus,Himalayan Tahr,mHITAx,mHITAx-y4,4528,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland                        ,year-round,Southwest,4528,Southern Rocky Mountain Lower Montane Forest
3951,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s2,4207,Ozark-Ouachita Mesic Hardwood Forest                                                               ,summer,Upper Midwest,4207,Central Midwest Mesic Forest
5450,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s2,9851,East Gulf Coastal Plain Small Stream and River Floodplain Forest                                   ,summer,Upper Midwest,9851,Southern Coastal Plain Floodplain Forest
9818,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s2,4337,Northern Crowley's Ridge Sand Forest,summer,Upper Midwest,4337,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
3784,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s2,4115,Ozark-Ouachita Dry-Mesic Oak Forest                                                                ,summer,Upper Midwest,4115,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
4748,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s2,4307,Allegheny-Cumberland Dry Oak Forest and Woodland - Pine Modifier                                   ,summer,Upper Midwest,4307,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
1849,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s2,4313,Northern Atlantic Coastal Plain Dry Hardwood Forest                                                ,summer,Upper Midwest,4313,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
5500,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s2,4103,East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland - Hardwood Modifier                ,summer,Upper Midwest,4103,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
8972,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s2,4151,Lower Mississippi River Dune Woodland and Forest                                                   ,summer,Upper Midwest,4151,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
3501,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s2,4118,Crosstimbers Oak Forest and Woodland                                                               ,summer,Upper Midwest,4118,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
4496,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s2,4121,North-Central Interior Dry Oak Forest and Woodland                                                 ,summer,Upper Midwest,4121,"Central Midwest Oak Forest, Woodland & Savanna"
5549,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s2,4120,North-Central Interior Dry-Mesic Oak Forest and Woodland                                           ,summer,Upper Midwest,4120,"Central Midwest Oak Forest, Woodland & Savanna"
4980,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s2,4203,Southern Crowley's Ridge Mesic Loess Slope Forest                                                  ,summer,Upper Midwest,4203,Southern Mesic Mixed Broadleaf Forest
650,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s2,4113,Laurentian-Acadian Northern Hardwoods Forest                                                       ,summer,Upper Midwest,4113,Laurentian-Acadian Hardwood - Conifer Mesic Forest
5887,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s2,4326,Boreal White Spruce-Fir-Hardwood Forest                                                            ,summer,Upper Midwest,4326,West-Central North American Boreal Forest
5935,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s2,9805,South-Central Interior Large Floodplain - Forest Modifier                                          ,summer,Upper Midwest,9805,Central Hardwoods Floodplain Forest
1505,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s2,4328,Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland                                              ,summer,Upper Midwest,4328,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
3683,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s2,4327,Laurentian-Acadian Pine-Hemlock-Hardwood Forest                                                    ,summer,Upper Midwest,4327,Laurentian-Acadian Hardwood - Conifer Mesic Forest
9221,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s2,9827,Mississippi River Riparian Forest                                                                  ,summer,Upper Midwest,9827,Southern Coastal Plain Floodplain Forest
8055,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s2,4114,Northeastern Interior Dry-Mesic Oak Forest                                                         ,summer,Upper Midwest,4114,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
8145,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s2,4125,Southern and Central Appalachian Oak Forest                                                        ,summer,Upper Midwest,4125,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
8216,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s2,4323,Laurentian-Acadian Northern Pine-(Oak) Forest                                                      ,summer,Upper Midwest,4323,Laurentian & Acadian Pine - Hardwood Forest & Woodland
9021,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s2,4205,East Gulf Coastal Plain Northern Mesic Hardwood Forest                                             ,summer,Upper Midwest,4205,Southern Mesic Mixed Broadleaf Forest
2779,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s2,9854,Mississippi River Floodplain and Riparian Forest                                                   ,summer,Upper Midwest,9854,Southern Coastal Plain Floodplain Forest
9337,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s2,9850,South-Central Interior Small Stream and Riparian                                                   ,summer,Upper Midwest,9850,Central Hardwoods Floodplain Forest
3041,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s2,4201,Boreal Aspen-Birch Forest                                                                          ,summer,Upper Midwest,4201,Laurentian-Acadian Hardwood - Conifer Mesic Forest
3114,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s2,4330,Central Appalachian Oak and Pine Forest                                                            ,summer,Upper Midwest,4330,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
8318,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s2,4331,Appalachian Hemlock-Hardwood Forest                                                                ,summer,Upper Midwest,4331,Appalachian-Central Interior-Northeastern Mesic Forest
5301,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s2,9819,Central Interior and Appalachian Riparian Systems                                                  ,summer,Upper Midwest,9819,Central Hardwoods Floodplain Forest
1606,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s2,4402,South-Central Interior Mesophytic Forest                                                           ,summer,Upper Midwest,4402,Appalachian-Central Interior-Northeastern Mesic Forest
2988,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s2,4124,North-Central Interior Maple-Basswood Forest                                                       ,summer,Upper Midwest,4124,Central Midwest Mesic Forest
373,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s2,9818,Central Interior and Appalachian Floodplain Systems                                                ,summer,Upper Midwest,9818,Central Hardwoods Floodplain Forest
5784,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s2,4126,Allegheny-Cumberland Dry Oak Forest and Woodland - Hardwood                                        ,summer,Upper Midwest,4126,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
1756,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s2,4116,Southern Interior Low Plateau Dry-Mesic Oak Forest                                                 ,summer,Upper Midwest,4116,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
5696,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s2,4123,North-Central Interior Beech-Maple Forest                                                          ,summer,Upper Midwest,4123,Central Midwest Mesic Forest
5709,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,4123,North-Central Interior Beech-Maple Forest                                                          ,summer,Northeast,4123,Central Midwest Mesic Forest
4630,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,4310,Southern Piedmont Dry Oak-(Pine) Forest - Mixed Modifier                                           ,summer,Northeast,4310,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
8727,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,4403,Atlantic Coastal Plain Mesic Hardwood and Mixed Forest                                             ,summer,Northeast,4403,Southern Mesic Mixed Broadleaf Forest
3680,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,4327,Laurentian-Acadian Pine-Hemlock-Hardwood Forest                                                    ,summer,Northeast,4327,Laurentian-Acadian Hardwood - Conifer Mesic Forest
3190,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,4101,Central and Southern Appalachian Northern Hardwood Forest                                          ,summer,Northeast,4101,Appalachian-Central Interior-Northeastern Mesic Forest
647,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,4113,Laurentian-Acadian Northern Hardwoods Forest                                                       ,summer,Northeast,4113,Laurentian-Acadian Hardwood - Conifer Mesic Forest
748,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,4133,Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest                                                ,summer,Northeast,4133,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
8140,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,4125,Southern and Central Appalachian Oak Forest                                                        ,summer,Northeast,4125,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
8313,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,4331,Appalachian Hemlock-Hardwood Forest                                                                ,summer,Northeast,4331,Appalachian-Central Interior-Northeastern Mesic Forest
9332,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,9850,South-Central Interior Small Stream and Riparian                                                   ,summer,Northeast,9850,Central Hardwoods Floodplain Forest
8659,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,4334,Southern Ridge and Valley Dry Calcareous Forest                                                    ,summer,Northeast,4334,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
2626,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,9803,Central Appalachian Riparian - Forest Modifier                                                     ,summer,Northeast,9803,Central Hardwoods Floodplain Forest
5804,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,4126,Allegheny-Cumberland Dry Oak Forest and Woodland - Hardwood                                        ,summer,Northeast,4126,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
6598,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,4109,Southern and Central Appalachian Oak Forest - Xeric                                                ,summer,Northeast,4109,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
8213,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,4323,Laurentian-Acadian Northern Pine-(Oak) Forest                                                      ,summer,Northeast,4323,Laurentian & Acadian Pine - Hardwood Forest & Woodland
5102,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,4329,Southern Piedmont Dry Oak-(Pine) Forest                                                            ,summer,Northeast,4329,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
8601,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,4311,Southern Piedmont Dry Oak-Heath Forest - Mixed Modifier                                            ,summer,Northeast,4311,Southern & South-Central Oak - Hickory - Pine Forest & Woodland
4566,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,4304,Northeastern Interior Dry Oak Forest - Virginia/Pitch Pine Modifier                                ,summer,Northeast,4304,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
371,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,9818,Central Interior and Appalachian Floodplain Systems                                                ,summer,Northeast,9818,Central Hardwoods Floodplain Forest
8545,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,4308,Southern Ridge and Valley Dry Calcareous Forest - Pine modifier                                    ,summer,Northeast,4308,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
2570,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,9302,Atlantic Coastal Plain Nonriverine Swamp and Wet Hardwood Forest - Oak Dominated Modifier          ,summer,Northeast,9302,Southern Coastal Plain Basin Swamp & Flatwoods
4743,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,4307,Allegheny-Cumberland Dry Oak Forest and Woodland - Pine Modifier                                   ,summer,Northeast,4307,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
5567,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,4120,North-Central Interior Dry-Mesic Oak Forest and Woodland                                           ,summer,Northeast,4120,"Central Midwest Oak Forest, Woodland & Savanna"
695,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,4119,Southern Appalachian Northern Hardwood Forest                                                      ,summer,Northeast,4119,Appalachian-Central Interior-Northeastern Mesic Forest
7597,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,9802,Central Appalachian Floodplain - Forest Modifier                                                   ,summer,Northeast,9802,Central Hardwoods Floodplain Forest
3266,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,4104,Northeastern Interior Dry Oak Forest-Hardwood Modifier                                             ,summer,Northeast,4104,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
287,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,4127,Central and Southern Appalachian Montane Oak Forest                                                ,summer,Northeast,4127,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
5946,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,9805,South-Central Interior Large Floodplain - Forest Modifier                                          ,summer,Northeast,9805,Central Hardwoods Floodplain Forest
3109,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,4330,Central Appalachian Oak and Pine Forest                                                            ,summer,Northeast,4330,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland
196,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,9841,Southern Piedmont Small Floodplain and Riparian Forest                                             ,summer,Northeast,9841,Southern Coastal Plain Floodplain Forest
4491,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,4121,North-Central Interior Dry Oak Forest and Woodland                                                 ,summer,Northeast,4121,"Central Midwest Oak Forest, Woodland & Savanna"
1601,Myotis sodalis,Indiana Myotis,mINMYx,mINMYx-s3,4402,South-Central Interior Mesophytic Forest                                                           ,summer,Northeast,4402,Appalachian-Central Interior-Northeastern Mesic Forest
